assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
39839,8412,"In vitro antimicrobial activity against Candida albicans ATCC 10231, tested at 25-0.1 ug/mL; i=Inactive at highest concentration",F,,,Candida albicans,5476.0,,,,,50442,N,1,Intermediate,1,,CHEMBL652156,,BAO_0000218,,,CLD0
893772,67951,Inhibition of cytospore germination of Phytophthora capsici at 0.1 ug/mL after 24 hr,F,,,Phytophthora capsici,4784.0,,,,,50405,N,1,Autocuration,1,506825,CHEMBL3048897,,BAO_0000218,,,CLD0
114013,10838,"Percent increase in life span of drug-treated mice relative to tumored, vehicle treated controls at a dose of 1600 mg/kg ip.",F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL721311,,BAO_0000218,,,CLD0
792458,60511,Antibacterial activity against Staphylococcus aureus NCIM 5021 after 24 hrs by disk diffusion method,F,,,Staphylococcus aureus,1280.0,NCIM 5021,,,,50185,N,1,Autocuration,1,419958,CHEMBL1931416,,BAO_0000218,,,CLD0
40335,9682,Activity against advanced carcinoma C38 tumor in CDF1 mice at dose 1.20 mg/kg measured as % inhibition of tumor,F,,,Mus musculus,10090.0,,,MC-38,,80617,N,1,Intermediate,1,,CHEMBL651910,700.0,BAO_0000218,,,CLD0
707178,54966,Induction of ROS accumulation in mitochondria of Candida albicans SC5314 at 100 uM after 3 hrs by Fluorescence analysis,F,,,Candida albicans SC5314,237561.0,,,,Mitochondria,107039,N,1,Autocuration,1,,CHEMBL1666271,,BAO_0000218,,,CLD0
513597,44024,Antiinflammatory activity in human THP1 cells assessed as inhibition of LPS-induced IL6 at 1 uM by ELISA,F,,,Homo sapiens,9606.0,,,THP-1,,80548,N,1,Autocuration,1,,CHEMBL967093,559.0,BAO_0000219,,,CLD0
1549895,97743,Selectivity for CCR2 in human PBMC over CCR1 (unknown origin),B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,790404,CHEMBL3758044,,BAO_0000019,,,CLD0
527899,42971,Cytotoxicity against human RFX393 cells after 48 hrs by SRB assay,F,,,Homo sapiens,9606.0,,,RXF 393,,80438,N,1,Autocuration,1,,CHEMBL972232,743.0,BAO_0000219,,,CLD0
976951,74508,"Selectivity index, ratio of IC50 for human FN1 fibroblasts to IC50 for epimastigotes of Trypanosoma cruzi Y",U,,,,,,,,,22226,U,0,Autocuration,1,588839,CHEMBL2416475,,BAO_0000019,,,CLD0
785602,60198,Induction of cell cycle arrest in human PC3 assessed as accumulation of cells at G2/M-phase at 10 uM after 24 hrs by propidium iodide staining-based FACS analysis (Rvb = 18.9 +/- 0.3%),F,,,Homo sapiens,9606.0,,,PC-3,,80390,N,1,Autocuration,1,413678,CHEMBL1920350,555.0,BAO_0000219,,,CLD0
796388,60579,Inhibition of yeast alpha-glucosidase,B,,,Saccharomyces cerevisiae,4932.0,,,,,101352,H,8,Autocuration,1,422635,CHEMBL1937703,,BAO_0000357,,,CLD0
31277,13826,Inhibitory activity of compound against Adenovirus type 2 (AD2) was evaluated in vitro; Inactive,F,,,unidentified adenovirus,10535.0,,,,,50625,N,1,Intermediate,1,,CHEMBL641429,,BAO_0000218,,,CLD0
853491,65522,Allosteric inhibition of Smo in mouse C3H10T1/2 cells assessed as inhibition of SAG-induced Gli1 transcriptional activity at 103 to 25000 nM by qPCr analysis,B,,,Mus musculus,10090.0,,,C3H 10T1/2,,101431,D,9,Autocuration,1,476980,CHEMBL2153868,294.0,BAO_0000219,,,CLD0
1518002,93512,Antiviral activity against human rhinovirus 2 infected in MDCK cells,F,,,Human rhinovirus A2,12130.0,,,MDCK,,50674,N,1,Autocuration,1,770331,CHEMBL3618859,499.0,BAO_0000218,,,CLD0
1503586,92756,Retention time of the compound by HPLC method,P,,,,,,,,,22229,U,0,Autocuration,1,754531,CHEMBL3591806,,BAO_0000100,,,CLD0
118041,7099,Tested for number of animal surviving at least 50 days out of 5 animal treated at dose of 20 mg/kg,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL724092,,BAO_0000218,,,CLD0
114028,10038,"Percent increase in life span of leukemic mice administered, with compound at 25 mkdx3, on days 1,3,6",F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL724211,,BAO_0000218,,,CLD0
1493318,92078,Activity of recombinant CYP3A4 (unknown origin) assessed as (5-(4-(3-chloro-4-(3-fluorobenzyloxy)phenylamino)quinazolin-6-yl)furan-2-yl)methanol formation at 50 uM for 30 mins by LC/MS/MS analysis,A,,,Homo sapiens,9606.0,,,,,17045,D,9,Autocuration,1,643256,CHEMBL3527627,,BAO_0000357,,,CLD0
1551996,97898,Cytotoxicity against human SR cells after 96 hrs by Hoechst-staining based nuclei image analysis,F,,,Homo sapiens,9606.0,,,SR,,81325,N,1,Autocuration,1,800243,CHEMBL3762374,572.0,BAO_0000219,,,CLD0
652195,52434,Inhibition of HIV integrase after 2 hrs by combined strand transfer assay,B,,,Human immunodeficiency virus,12721.0,,,,,22226,U,0,Autocuration,1,,CHEMBL1228468,,BAO_0000019,,,CLD0
790131,60303,Agonist activity at human TLR2 expressed in HEK293 cells assessed as NF-kappaB induction measured soluble alkaline phosphatase after 12 hrs by spectrophotometric analysis,F,,,Homo sapiens,9606.0,,,HEK293,,100486,D,9,Autocuration,1,416815,CHEMBL1926410,722.0,BAO_0000219,,,CLD0
892023,68072,Fungicidal activity against Rhizoctonia solani infected drug-pretreated cucumber two seeded leaves assessed as decrease in disease index at 500 ug/ml (acetone Rvb = 2.22 +/-0.79%),F,,,Rhizoctonia solani,456999.0,,,,,102050,N,1,Autocuration,1,502295,CHEMBL3047851,,BAO_0000218,,,CLD0
745062,57394,"Oral bioavailability in dog at 10 mg/kg, po",A,In vivo,,Canis lupus familiaris,9615.0,,,,,50588,N,1,Autocuration,1,367310,CHEMBL1772138,,BAO_0000218,,,CLD0
721429,55448,"Antibacterial activity against Mycobacterium tuberculosis Erdman infected in gamma interferon gene knockout C57BL/6 mouse assessed as bacterial load in lung at 25 mg/kg, po administered 18 days postinfection for 9 days measured on day 24 (Rvb= 4.47+/-0.12 log CFU)",F,,,Mycobacterium tuberculosis,1773.0,Erdman,,,,50309,N,1,Autocuration,1,,CHEMBL1675769,,BAO_0000218,,,CLD0
857503,65741,Antiviral activity against Tobacco mosaic virus infected in right side leaf of Nicotiana glutinosa at 5 uM after 3 to 4 days by half-leaf method,F,,,Tobacco mosaic virus,12242.0,,,,,100714,N,1,Autocuration,1,482547,CHEMBL2167205,,BAO_0000218,,,CLD0
517735,45681,"Cmax in Swiss SPF CD1 mouse plasma at 25 mg/kg, po for 5 days",A,In vivo,,Mus musculus,10090.0,Swiss SPF CD1,Plasma,,,102289,N,1,Autocuration,1,,CHEMBL1033015,,BAO_0000218,1969.0,,CLD0
918886,70583,Insecticidal activity against Lepinotus reticulatus in compound pre-treated rice grains assessed as mortality at 1 ppm after 7 days (Rvb = 6.8 +/-2.4%),F,,,Lepinotus reticulatus,209981.0,,,,,107269,N,1,Autocuration,1,532703,CHEMBL3052638,,BAO_0000218,,,CLD0
441968,36333,Agonist activity at human AR relative to DHT,F,,,Homo sapiens,9606.0,,,,,56,D,9,Intermediate,1,,CHEMBL891112,,BAO_0000019,,,CLD0
874505,66605,Antialzheimer activity in sc dosed FVB/N mouse assessed as reduction in amyloid beta 40 level in CSF after 3 hrs by delfia immunoassay,F,,,Mus musculus,10090.0,FVB/N,,,,50594,N,1,Autocuration,1,492422,CHEMBL2185257,,BAO_0000218,,,CLD0
1298172,77096,Antiproliferative activity against human HeLa cells after 72 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,HeLa,,81247,N,1,Autocuration,1,629996,CHEMBL3130043,308.0,BAO_0000219,,,CLD0
1546676,97673,Inhibition of human GRK3 using casein as substrate,B,,,Homo sapiens,9606.0,,,,,103105,D,9,Autocuration,1,792559,CHEMBL3748201,,BAO_0000357,,,CLD0
523868,46796,Metabolic stability in human plasma assessed as formation of CS-758 after 30 mins,A,,,Homo sapiens,9606.0,,Plasma,,,102222,N,1,Autocuration,1,,CHEMBL1004169,,BAO_0000366,1969.0,,CLD0
830838,62757,Inhibition of ABL1,B,,,Homo sapiens,9606.0,,,,,8,D,9,Autocuration,1,464917,CHEMBL2065344,,BAO_0000357,,,CLD0
480835,40964,Antibacterial activity against Escherichia coli at 4 mg/10 ml dimethylformamide,F,,,Escherichia coli,562.0,,,,,50212,N,1,Autocuration,1,,CHEMBL1017312,,BAO_0000218,,,CLD0
147785,1512,In vitro cytotoxicity was determined by quantitating P388 murine leukemia cells on a oultier counter following a 48 hour exposure of cells to the test compound,F,,,Mus musculus,10090.0,,,P388,,80362,N,1,Intermediate,1,,CHEMBL754908,549.0,BAO_0000219,,,CLD0
479768,39535,"Anticoagulant activity in dog plasma assessed as time required to maximise activated partial thromboplastin time at 10 mg/kg, po after 8 hrs relative to baseline",F,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,,102230,N,1,Autocuration,1,,CHEMBL934700,,BAO_0000218,1969.0,,CLD0
522893,46777,Binding affinity to Aplysia californica AchBP M116Y mutant expressed in HEK293S cells by scintillation proximity assay,B,In vitro,,Aplysia californica,6500.0,,,HEK293S,,22226,U,0,Autocuration,1,,CHEMBL1005837,,BAO_0000219,,,CLD0
742920,57320,"Biodistribution in ddY mouse intestine at 1 uCi/100 uL, iv after 60 mins by gamma counting",A,In vivo,,Mus musculus,10090.0,ddY,Intestine,,,102277,N,1,Autocuration,1,371128,CHEMBL1770014,,BAO_0000218,160.0,,CLD0
820703,62140,Uncompetitive inhibition of Xanthomonas oryzae pv. Oryzae KS-1-21 GlmU using 0.25 to 0.05 mM GlcNAc-1-p and 500 uM UTP by Lineweaver-Burk plot analysis,B,,,Xanthomonas oryzae pv. oryzae,64187.0,KS-1-21,,,,22226,U,0,Autocuration,1,451388,CHEMBL2038108,,BAO_0000019,,,CLD0
485332,40721,Antiplatelet activity against rabbit platelet assessed as inhibition of platelet activating factor-induced platelet aggregation at 100 ug/ml,F,,,Oryctolagus cuniculus,9986.0,,,Platelet,,22221,N,1,Autocuration,1,,CHEMBL1013025,5578.0,BAO_0000219,,,CLD0
634942,51367,Selectivity ratio of Ki for human prostanoid EP3 receptor to Ki for human prostanoid EP4,B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,,CHEMBL1117796,,BAO_0000019,,,CLD0
573879,47478,Antibacterial activity against Enterococcus faecalis after 20 hrs,F,,,Enterococcus faecalis,1351.0,,,,,50353,N,1,Autocuration,1,,CHEMBL1026204,,BAO_0000218,,,CLD0
1524218,93766,Inhibition of TSSK1B (unknown origin) assessed as remaining activity at 10 uM by high-throughput assay relative to control,B,,,Homo sapiens,9606.0,,,,,101408,D,9,Autocuration,1,778086,CHEMBL3631588,,BAO_0000357,,,CLD0
1290669,76749,Antimicrobial activity against Escherichia coli CCARM 1356 after 20 hrs by two-fold serial dilution technique,F,,,Escherichia coli,562.0,CCARM 1356,,,,50212,N,1,Autocuration,1,622824,CHEMBL3117241,,BAO_0000218,,,CLD0
938661,72054,Inhibition of P2X7 receptor (unknown origin) assessed as inhibition of IL1beta production,B,,,Homo sapiens,9606.0,,,,,10417,D,9,Autocuration,1,519000,CHEMBL2327433,,BAO_0000357,,,CLD0
480936,40989,Cytotoxicity against human A431 cells after 72 hrs by sulforhodamine B assay,F,,,Homo sapiens,9606.0,,,A-431,,80852,N,1,Autocuration,1,,CHEMBL1006946,500.0,BAO_0000219,,,CLD0
11823,7570,Evaluated for distribution at 0.5 hr after intravenous administration in liver of female Sprague Dawley rats,A,,,Rattus norvegicus,10116.0,,Liver,,,50597,N,1,Intermediate,1,,CHEMBL628079,,BAO_0000218,2107.0,,CLD0
977712,74727,Binding affinity to recombinant human Trap-1 by fluorescence polarization assay,B,,,Homo sapiens,9606.0,,,,,103061,D,9,Autocuration,1,590488,CHEMBL2424069,,BAO_0000357,,,CLD0
924510,70997,Herbicidal activity against Lindernia procumbens at 200 g a.i/ha treated at emergence stage measured after 26 days by outdoor concrete pot test,F,,,Lindernia procumbens,929486.0,,,,,107335,N,1,Autocuration,1,537970,CHEMBL3078173,,BAO_0000218,,,CLD0
310013,21017,Cytotoxicity to reduce chronic myeloid leukemia K 562 cells,F,,,Homo sapiens,9606.0,,,K562,,80186,N,1,Intermediate,1,,CHEMBL837953,655.0,BAO_0000219,,,CLD0
1275073,75973,Selectivity for p38alpha MAP kinase (unknown origin) over FLT3 D835Y mutant (unknown origin),B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,606298,CHEMBL3090875,,BAO_0000019,,,CLD0
934389,71974,Competitive inhibition of human FXIa after 10 mins by spectrophotometry in presence of 33.3 uM UFH,B,,,Homo sapiens,9606.0,,,,,11287,D,9,Autocuration,1,520334,CHEMBL2320873,,BAO_0000357,,,CLD0
1280884,76237,"Tmax in C57BL/6 mouse at 10 mg/kg, po",A,,,Mus musculus,10090.0,C57BL/6,,,,50594,N,1,Autocuration,1,609555,CHEMBL3095182,,BAO_0000218,,,CLD0
757602,58265,"Cmax in rat at 10 mg/kg, po",A,In vivo,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,386605,CHEMBL1804859,,BAO_0000218,,,CLD0
471507,39022,DPPH radical scavenging activity at 10 ug/ml after 30 mins,F,,,,,,,,,22229,U,0,Autocuration,1,,CHEMBL938355,,BAO_0000019,,,CLD0
18718,11510,Volume of urine 3h after the compound was administered 84 mg/kg po in rat,A,,,Rattus norvegicus,10116.0,,Urine,,,50597,N,1,Intermediate,1,,CHEMBL630946,,BAO_0000218,1088.0,,CLD0
202254,6908,Tested for Sirtuin 2 inhibitory activity and was reported as minimum growth-stimulating concentration in Saccharomyces cerevisiae,B,,,,,,,,,12644,H,8,Autocuration,1,,CHEMBL813369,,BAO_0000357,,,CLD0
1503755,92705,Partial agonist activity at FXR in human HepG2 cells assessed as induction of OST-alpha gene expression at 50 uM after 24 hrs by qRT-PCR analysis (Rvb = 100%),B,,,Homo sapiens,9606.0,,,HepG2,,11180,D,9,Autocuration,1,753583,CHEMBL3592535,726.0,BAO_0000219,,,CLD0
888062,67108,"Millipore: Percentage of residual kinase activity of JAK3 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,In vitro,,Homo sapiens,9606.0,,,,,10849,D,9,Autocuration,1,203,CHEMBL2219229,,BAO_0000357,,,CLD0
307388,21459,DNA-binding efficacy ,B,,,,,,,,,22222,M,3,Expert,1,,CHEMBL835531,,BAO_0000225,,,CLD0
155488,3363,Inhibition of platelet aggregation in citreated human platelet rich plasma (PRP),F,,,Homo sapiens,9606.0,,Plasma,,,104685,D,7,Autocuration,1,,CHEMBL768063,,BAO_0000366,1969.0,,CLD0
1461148,90925,Inhibition of human urokinase,B,,,Homo sapiens,9606.0,,,,,11942,D,9,Autocuration,1,725265,CHEMBL3395473,,BAO_0000357,,,CLD0
225161,15691,"Bioreduction experiment was conducted by incubation of the sulfoxides with rat liver S-9 fractions in aerobic conditions (N2, NADPH)",F,,,Rattus norvegicus,10116.0,,Liver,,,50597,N,1,Intermediate,1,,CHEMBL841934,,BAO_0000218,2107.0,,CLD0
178212,8559,Fractional excretion of Na+ (percent of filtered load) in rat,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL784904,,BAO_0000218,,,CLD0
666728,53034,Ratio of EC50 for Human cytomegalovirus T3258 expressing UL97 kinase A594E mutant gene infected in human foreskin fibroblast to EC50 for Human cytomegalovirus T2211 expressing UL97 kinase H587Y mutant gene infected in human foreskin fibroblast,F,,,Human herpesvirus 5,10359.0,,,,,50530,N,1,Autocuration,1,,CHEMBL1261801,,BAO_0000218,,,CLD0
176648,17507,Concentration giving 50% inhibition of stimulated [3H](+)-MK-801 binding in rat cortical membranes incubated with 10 uM glycine,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL781143,,BAO_0000218,,,CLD0
102520,13385,Effective dose to achieve 50% protection of MT-4 cells from acutely infected HIV-1 strain IIIB,F,,,Homo sapiens,9606.0,,,MT4,,80295,N,1,Intermediate,1,,CHEMBL711998,522.0,BAO_0000219,,,CLD0
24146,16772,Half life calculated for hydrolysis in 0.1 M phosphate buffer at 37 degrees Centigrade (pH 7.4),A,,,,,,,,,22224,U,0,Autocuration,1,,CHEMBL638801,,BAO_0000019,,,CLD0
469501,38864,Metabolic stability in rat serum assessed as ketoprofen released by HPLC,A,,,Rattus norvegicus,10116.0,,Serum,,,102358,N,1,Autocuration,1,,CHEMBL931983,,BAO_0000366,1977.0,,CLD0
1481898,91932,Activity of AADAC in rat lung microsome,A,,,Rattus norvegicus,10116.0,,,,,109675,D,9,Autocuration,1,644578,CHEMBL3540589,,BAO_0000019,,,CLD0
120334,7658,Ratio of the maximum T/C of the analogue and the maximum T/C of the anguidin test at dose ~1.6 mg/kg,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL730995,,BAO_0000218,,,CLD0
1526886,93985,Cytotoxicity against human Caki1 cells after 48 hrs by SRB assay,F,,,Homo sapiens,9606.0,,,CAKI-1,,80055,N,1,Autocuration,1,781207,CHEMBL3636954,498.0,BAO_0000219,,,CLD0
770836,59064,Selectivity ratio of Ki for mouse ctMGAM-N20 to Ki for mouse ctMGAM-N2,B,,,Mus musculus,10090.0,,,,,22226,U,0,Autocuration,1,394853,CHEMBL1837784,,BAO_0000019,,,CLD0
467964,38721,"AUC in rat at 10 mg/kg, po",A,,,Rattus norvegicus,10116.0,,Plasma,,,50597,N,1,Intermediate,1,,CHEMBL946094,,BAO_0000218,1969.0,,CLD0
906234,69546,Insecticidal activity against male Bemisia tabaci (sweet potato whitefly) in compound treated cucumber leaves assessed as mortality after 48 hr,F,,,Bemisia tabaci,7038.0,,,,,101673,N,1,Autocuration,1,520427,CHEMBL3060966,,BAO_0000218,,,CLD0
990229,75406,Antiinvasive activity against human SGC7901 cells at 5 to 10 uM after 24 hrs by matrigel invasion assay relative to control,F,,,Homo sapiens,9606.0,,,SGC-7901,,80470,N,1,Autocuration,1,605112,CHEMBL2444946,748.0,BAO_0000219,,,CLD0
1447638,90344,Cell cycle arrest in human HL60 cells assessed as accumulation at G1 phase at 20 uM after 24 hrs by propidium iodide staining-based flow cytometry (Rvb = 50.80%),F,,,Homo sapiens,9606.0,,,HL-60,,22228,M,3,Autocuration,1,696430,CHEMBL3374974,649.0,BAO_0000219,,,CLD0
465478,38544,Inhibition of topoisomerase 1-mediated DNA relaxation,B,,,,,,,,,62,H,8,Autocuration,1,,CHEMBL933182,,BAO_0000357,,,CLD0
607730,49797,Ratio of Kcat to Km of human recombinant VACVase assessed as hydrolysis,B,,,Homo sapiens,9606.0,,,,,109112,D,9,Autocuration,1,,CHEMBL1066195,,BAO_0000357,,,CLD0
911982,69872,Ratio of trimethorpin IC50 to compound IC50 for Cryptosporidium parvum recombinant DHFR,B,,,Cryptosporidium parvum,5807.0,,,,,106633,D,9,Autocuration,1,522456,CHEMBL3056823,,BAO_0000357,,,CLD0
905799,69596,Herbicidal activity against Amaranthus retroflexus assessed as diameter of leaf necrosis at 50 ug/ml measured after 2 days post compound treatment by leaf puncture assay,F,,,Amaranthus retroflexus,124763.0,,,,,101646,N,1,Autocuration,1,520696,CHEMBL3053086,,BAO_0000218,,,CLD0
175316,8800,Inhibition of hind limb tonus was tested by maximal electroshock test (MES) in rat 1 hr after peroral dosing,F,,,Rattus norvegicus,10116.0,,Hindlimb,,,50597,N,1,Intermediate,1,,CHEMBL779840,,BAO_0000218,2103.0,,CLD0
1542808,97457,Inhibition of p38delta (unknown origin),B,,,Homo sapiens,9606.0,,,,,11081,D,9,Autocuration,1,786684,CHEMBL3742698,,BAO_0000357,,,CLD0
470206,38919,"Reduction of glucose level in Sprague-Dawley rat plasma at 1 mg/kg, po after 7 hrs by multiple glucose tolerance test",F,,,Rattus norvegicus,10116.0,Sprague-Dawley,Plasma,,,50597,N,1,Intermediate,1,,CHEMBL939130,,BAO_0000218,1969.0,,CLD0
1495600,92396,Inhibition of BRAF V600E mutant in human A375 cells assessed as inhibition of ERK phosphorylation measured after 72 hrs by ELISA assay,B,,,Homo sapiens,9606.0,,,A-375,,100126,D,9,Autocuration,1,745816,CHEMBL3578338,455.0,BAO_0000219,,421.0,CLD0
747459,57618,Inhibition of 5HT1B receptor at 10 uM,B,,,,,,,,,106,H,8,Autocuration,1,375809,CHEMBL1776959,,BAO_0000357,,,CLD0
1469551,91338,Mutagenicity in Salmonella typhimurium TA102 after 2 days by Ames test in presence of rat liver S9 fraction,A,,,Salmonella enterica subsp. enterica serovar Typhimurium,90371.0,TA102,,,Liver S9 fraction,50156,N,1,Autocuration,1,735470,CHEMBL3412499,,BAO_0000218,,,CLD0
300926,21127,Biodistribution in rat thyroid was determined after 6 hours of intravenous administration of the compound; [125I]- is used as radioactive isotope,A,In vivo,,Rattus norvegicus,10116.0,,Thyroid gland,,,22224,U,0,Autocuration,1,,CHEMBL850159,,BAO_0000218,2046.0,,CLD0
1508503,93002,Induction of Phytophthora capsici zoospore lytic activity at 50 ug/ml after 30 mins by homogeneous solution method,F,,,Phytophthora capsici,4784.0,,,,,50405,N,1,Autocuration,1,759500,CHEMBL3602503,,BAO_0000218,,,CLD0
422953,34789,"Antinociceptive activity in Swiss Albino mouse at 5 mg/kg, po by writhing test measured as number of writhes",F,,,Mus musculus,10090.0,Swiss Albino,,,,50594,N,1,Intermediate,1,,CHEMBL908222,,BAO_0000218,,,CLD0
327132,30445,Inhibition of human BuChE,B,,,Homo sapiens,9606.0,,,,,10532,D,9,Expert,1,,CHEMBL864029,,BAO_0000357,,,CLD0
1510551,93114,Inhibition of MK499 binding to human ERG,B,,,Homo sapiens,9606.0,,,,,165,D,9,Autocuration,1,763063,CHEMBL3607786,,BAO_0000357,,,CLD0
1390423,85880,Inhibition of human SIRT-1 using Fluor de Lys as substrate by fluorescence assay,B,,,Homo sapiens,9606.0,,,,,100448,D,9,Autocuration,1,639808,CHEMBL3391501,,BAO_0000357,,,CLD0
